485, 0, 817, -1, 
457, 0, 789, -1, 
433, 0, 765, -1, 
439, 0, 771, -1, 
399, 0, 731, -1, 
380, 0, 712, -1, 
386, 0, 718, -1, 
413, 0, 745, -1, 
507, 0, 839, -1, 
488, 0, 820, -1, 
446, 0, 778, -1, 
340, 0, 672, -1, 
350, 0, 682, -1, 
339, 0, 671, -1, 
354, 0, 686, -1, 
380, 0, 712, -1, 
372, 0, 704, -1, 
384, 0, 716, -1, 
379, 0, 711, -1, 
362, 0, 694, -1, 
390, 0, 722, -1, 
442, 0, 774, -1, 
373, 0, 705, -1, 
420, 0, 752, -1, 
423, 0, 755, -1, 
379, 0, 711, -1, 
310, 0, 642, -1, 
304, 0, 636, -1, 
351, 0, 683, -1, 
361, 0, 693, -1, 
385, 0, 717, -1, 
494, 0, 826, -1, 
491, 0, 823, -1, 
398, 0, 730, -1, 
373, 0, 705, -1, 
393, 0, 725, -1, 
406, 0, 738, -1, 
377, 0, 709, -1, 
379, 0, 711, -1, 
373, 0, 705, -1, 
362, 0, 694, -1, 
364, 0, 696, -1, 
364, 0, 696, -1, 
373, 0, 705, -1, 
372, 0, 704, -1, 
380, 0, 712, -1, 
444, 0, 776, -1, 
463, 0, 795, -1, 
375, 0, 707, -1, 
386, 0, 718, -1, 
395, 0, 727, -1, 
375, 0, 707, -1, 
362, 0, 694, -1, 
374, 0, 706, -1, 
351, 0, 683, -1, 
375, 0, 707, -1, 
350, 0, 682, -1, 
395, 0, 727, -1, 
332, 0, 664, -1, 
364, 0, 696, -1, 
382, 0, 714, -1, 
366, 0, 698, -1, 
388, 0, 720, -1, 
384, 0, 716, -1, 
386, 0, 718, -1, 
392, 0, 724, -1, 
333, 0, 665, -1, 
376, 0, 708, -1, 
383, 0, 715, -1, 
355, 0, 687, -1, 
373, 0, 705, -1, 
402, 0, 734, -1, 
395, 0, 727, -1, 
449, 0, 781, -1, 
543, 0, 875, -1, 
541, 0, 873, -1, 
415, 0, 747, -1, 
284, 0, 616, -1, 
361, 0, 693, -1, 
358, 0, 690, -1, 
362, 0, 694, -1, 
389, 0, 721, -1, 
368, 0, 700, -1, 
359, 0, 691, -1, 
366, 0, 698, -1, 
380, 0, 712, -1, 
377, 0, 709, -1, 
375, 0, 707, -1, 
325, 0, 657, -1, 
459, 0, 791, -1, 
444, 0, 776, -1, 
413, 0, 745, -1, 
402, 0, 734, -1, 
372, 0, 704, -1, 
367, 0, 699, -1, 
355, 0, 687, -1, 
370, 0, 702, -1, 
359, 0, 691, -1, 
376, 0, 708, -1, 
357, 0, 689, -1, 
348, 0, 680, -1, 
342, 0, 674, -1, 
359, 0, 691, -1, 
356, 0, 688, -1, 
350, 0, 682, -1, 
377, 0, 709, -1, 
399, 0, 731, -1, 
291, 0, 623, -1, 
263, 0, 595, -1, 
303, 0, 635, -1, 
382, 0, 714, -1, 
389, 0, 721, -1, 
341, 0, 673, -1, 
378, 0, 710, -1, 
451, 0, 783, -1, 
420, 0, 752, -1, 
488, 0, 820, -1, 
569, 0, 901, -1, 
501, 0, 833, -1, 
480, 0, 812, -1, 
388, 0, 720, -1, 
358, 0, 690, -1, 
365, 0, 697, -1, 
358, 0, 690, -1, 
305, 0, 637, -1, 
265, 0, 597, -1, 
409, 0, 741, -1, 
534, 0, 866, -1, 
543, 0, 875, -1, 
495, 0, 827, -1, 
447, 0, 779, -1, 
466, 0, 798, -1, 
716, 0, 1048, -1, 
627, 0, 959, -1, 
629, 0, 961, -1, 
447, 0, 779, -1, 
237, 0, 569, -1, 
318, 0, 650, -1, 
335, 0, 667, -1, 
383, 0, 715, -1, 
361, 0, 693, -1, 
373, 0, 705, -1, 
359, 0, 691, -1, 
378, 0, 710, -1, 
366, 0, 698, -1, 
305, 0, 637, -1, 
352, 0, 684, -1, 
356, 0, 688, -1, 
368, 0, 700, -1, 
385, 0, 717, -1, 
367, 0, 699, -1, 
373, 0, 705, -1, 
376, 0, 708, -1, 
364, 0, 696, -1, 
374, 0, 706, -1, 
373, 0, 705, -1, 
384, 0, 716, -1, 
381, 0, 713, -1, 
379, 0, 711, -1, 
364, 0, 696, -1, 
365, 0, 697, -1, 
