d, :, 8116, 1000, 8478, -1, 
d, :, 8064, 0.85, 8426, -1, 
d, :, 7680, 1.18, 8042, -1, 
d, :, 7780, 0.45, 8142, -1, 
d, :, 7784, 0.25, 8146, -1, 
d, :, 7792, 0.66, 8154, -1, 
d, :, 7784, 1.03, 8146, -1, 
d, :, 7792, -0.45, 8154, -1, 
d, :, 7780, -0.37, 8142, -1, 
d, :, 8084, 0.70, 8446, -1, 
d, :, 7488, 1.43, 7850, -1, 
d, :, 8092, 0.05, 8454, -1, 
d, :, 7480, 0.65, 7842, -1, 
d, :, 7788, 0.73, 8150, -1, 
d, :, 7788, 0.22, 8150, -1, 
d, :, 7780, 0.80, 8142, -1, 
d, :, 7768, -0.48, 8130, -1, 
d, :, 7436, 1.25, 7798, -1, 
d, :, 7436, 0.54, 7798, -1, 
d, :, 7780, 1.24, 8142, -1, 
d, :, 7780, -0.12, 8142, -1, 
d, :, 8064, 0.27, 8426, -1, 
d, :, 7448, 0.26, 7810, -1, 
d, :, 7780, 1200, 8142, -1, 
d, :, 7784, 1000, 8146, -1, 
d, :, 8128, 1000, 8490, -1, 
d, :, 7428, 1000, 7790, -1, 
d, :, 7784, 0.66, 8146, -1, 
d, :, 7792, 0.45, 8154, -1, 
d, :, 8120, 0.82, 8482, -1, 
d, :, 8084, 0.43, 8446, -1, 
d, :, 8116, -0.48, 8478, -1, 
d, :, 8132, 1.41, 8494, -1, 
d, :, 8144, 0.41, 8506, -1, 
d, :, 7436, 0.71, 7798, -1, 
d, :, 7776, 1.54, 8138, -1, 
d, :, 8056, 1.00, 8418, -1, 
d, :, 7436, 0.37, 7798, -1, 
d, :, 7780, 0.52, 8142, -1, 
d, :, 7772, 0.29, 8134, -1, 
d, :, 7764, 1.30, 8126, -1, 
d, :, 7772, 0.60, 8134, -1, 
d, :, 7412, 0.71, 7774, -1, 
d, :, 7416, 0.82, 7778, -1, 
d, :, 7892, 0.49, 8254, -1, 
d, :, 7764, 0.49, 8126, -1, 
d, :, 7776, -0.33, 8138, -1, 
d, :, 8100, 0.30, 8462, -1, 
d, :, 7456, 0.16, 7818, -1, 
d, :, 7780, 1000, 8142, -1, 
d, :, 7412, 1000, 7774, -1, 
d, :, 8152, 1200, 8514, -1, 
d, :, 7776, 1000, 8138, -1, 
d, :, 8068, 0.08, 8430, -1, 
d, :, 7444, 0.74, 7806, -1, 
d, :, 7916, 0.77, 8278, -1, 
d, :, 7768, 1.08, 8130, -1, 
d, :, 7784, 0.34, 8146, -1, 
d, :, 7800, -0.26, 8162, -1, 
d, :, 7776, 0.82, 8138, -1, 
d, :, 8104, 0.30, 8466, -1, 
d, :, 7484, 0.70, 7846, -1, 
d, :, 7800, 0.37, 8162, -1, 
d, :, 8128, 0.93, 8490, -1, 
d, :, 7496, 0.73, 7858, -1, 
d, :, 7796, -0.04, 8158, -1, 
d, :, 7784, 0.40, 8146, -1, 
d, :, 8064, 0.34, 8426, -1, 
d, :, 8068, -0.14, 8430, -1, 
d, :, 8152, 0.51, 8514, -1, 
d, :, 7768, 0.00, 8130, -1, 
d, :, 7772, 1.39, 8134, -1, 
d, :, 7500, 0.04, 7862, -1, 
d, :, 7436, 0.07, 7798, -1, 
d, :, 7780, 0.69, 8142, -1, 
d, :, 7760, 1000, 8122, -1, 
d, :, 8124, 1000, 8486, -1, 
d, :, 7700, 1200, 8062, -1, 
d, :, 7768, 1000, 8130, -1, 
d, :, 7420, 0.76, 7782, -1, 
d, :, 7784, -0.08, 8146, -1, 
d, :, 8136, 0.99, 8498, -1, 
d, :, 8136, 0.62, 8498, -1, 
d, :, 8104, 0.87, 8466, -1, 
d, :, 8084, 0.18, 8446, -1, 
d, :, 7884, 0.14, 8246, -1, 
d, :, 7796, 0.25, 8158, -1, 
d, :, 7440, 0.77, 7802, -1, 
d, :, 7892, 0.87, 8254, -1, 
d, :, 7772, 0.43, 8134, -1, 
d, :, 7432, 0.70, 7794, -1, 
d, :, 7396, 1.17, 7758, -1, 
