1171, 1133, 1177, 1135, 900, 900, 0, 6744, -1, 
1481, 1464, 1507, 1501, 1114, 900, 0, 8295, -1, 
1480, 1463, 1506, 1504, 1114, 1352, 0, 8747, -1, 
1150, 1133, 1139, 1144, 1115, 2100, 1, 8110, -1, 
1398, 1381, 1420, 1425, 1499, 1500, 0, 8951, -1, 
1399, 1398, 1431, 1431, 1500, 1500, 0, 8987, -1, 
1398, 1398, 1431, 1432, 1500, 1500, 0, 8987, -1, 
1398, 1398, 1431, 1432, 1500, 1499, 0, 8986, -1, 
1398, 1398, 1431, 1432, 1500, 1500, 0, 8987, -1, 
1399, 1398, 1430, 1431, 1500, 1500, 0, 8986, -1, 
1397, 1397, 1430, 1431, 1500, 1500, 0, 8983, -1, 
1398, 1398, 1431, 1431, 1500, 1499, 0, 8985, -1, 
1399, 1399, 1430, 1432, 1500, 1500, 0, 8988, -1, 
1398, 1398, 1431, 1431, 1500, 1500, 0, 8986, -1, 
1398, 1398, 1431, 1431, 1500, 1500, 0, 8986, -1, 
1398, 1398, 1431, 1432, 1500, 1500, 0, 8987, -1, 
1398, 1398, 1431, 1432, 1500, 1500, 0, 8987, -1, 
1398, 1398, 1431, 1431, 1500, 1499, 0, 8985, -1, 
1398, 1398, 1431, 1431, 1500, 1500, 0, 8986, -1, 
1399, 1398, 1430, 1431, 1500, 1500, 0, 8986, -1, 
1398, 1398, 1431, 1432, 1500, 1500, 0, 8987, -1, 
1398, 1398, 1431, 1431, 1500, 1500, 0, 8986, -1, 
1398, 1398, 1431, 1431, 1500, 1500, 0, 8986, -1, 
1398, 1398, 1431, 1431, 1500, 1500, 0, 8986, -1, 
1399, 1399, 1431, 1431, 1500, 1500, 0, 8988, -1, 
1399, 1398, 1430, 1431, 1500, 1500, 0, 8986, -1, 
1399, 1398, 1430, 1431, 1500, 1500, 0, 8986, -1, 
1398, 1398, 1431, 1432, 1500, 1500, 0, 8987, -1, 
1398, 1399, 1431, 1431, 1500, 1500, 0, 8987, -1, 
