0, 0, 0, 0, 319, 1301015152.7, 
0, 0, 0, 0, 319, 1301015154.19, 
0, 0, 0, 0, 319, 1301015155.69, 
0, 0, 0, 0, 319, 1301015157.21, 
0, 0, 0, 0, 319, 1301015158.7, 
0, 0, 0, 0, 319, 1301015160.24, 
0, 0, 0, 0, 319, 1301015161.7, 
0, 0, 0, 0, 319, 1301015163.2, 
0, 0, 0, 0, 319, 1301015164.7, 
0, 0, 0, 0, 319, 1301015166.21, 
0, 0, 0, 0, 319, 1301015167.72, 
0, 0, 0, 0, 319, 1301015169.21, 
0, 0, 0, 0, 319, 1301015170.75, 
0, 0, 0, 0, 319, 1301015172.21, 
0, 0, 0, 0, 319, 1301015173.72, 
0, 0, 0, 0, 319, 1301015175.22, 
0, 0, 0, 0, 319, 1301015176.72, 
0, 0, 0, 0, 319, 1301015178.24, 
0, 0, 0, 0, 319, 1301015179.72, 
0, 0, 0, 0, 319, 1301015181.28, 
0, 0, 0, 0, 319, 1301015182.73, 
0, 0, 0, 0, 319, 1301015184.23, 
0, 0, 0, 0, 319, 1301015185.73, 
0, 0, 0, 0, 319, 1301015187.23, 
0, 0, 0, 0, 319, 1301015188.76, 
0, 0, 0, 0, 319, 1301015190.23, 
0, 0, 0, 0, 319, 1301015191.8, 
0, 0, 0, 0, 319, 1301015193.24, 
0, 0, 0, 0, 319, 1301015194.74, 
0, 0, 0, 0, 319, 1301015196.24, 
0, 0, 0, 0, 319, 1301015197.75, 
0, 0, 0, 0, 319, 1301015199.28, 
0, 0, 0, 0, 319, 1301015200.75, 
0, 0, 0, 0, 319, 1301015202.31, 
0, 0, 0, 0, 319, 1301015203.78, 
0, 0, 0, 0, 319, 1301015205.25, 
0, 0, 0, 0, 319, 1301015206.8, 
0, 0, 0, 0, 319, 1301015208.26, 
0, 0, 0, 0, 319, 1301015209.82, 
0, 0, 0, 0, 319, 1301015211.27, 
0, 0, 0, 0, 319, 1301015212.77, 
0, 0, 0, 0, 319, 1301015214.3, 
0, 0, 0, 0, 319, 1301015215.79, 
0, 0, 0, 0, 319, 1301015217.27, 
0, 0, 0, 0, 319, 1301015218.81, 
0, 0, 0, 0, 319, 1301015220.32, 
0, 0, 0, 0, 319, 1301015221.82, 
0, 0, 0, 0, 319, 1301015223.28, 
0, 0, 0, 0, 319, 1301015224.78, 
0, 0, 0, 0, 319, 1301015226.28, 
0, 0, 0, 0, 319, 1301015227.79, 
0, 0, 0, 0, 319, 1301015229.28, 
0, 0, 0, 0, 319, 1301015230.82, 
0, 0, 0, 0, 319, 1301015232.29, 
0, 0, 0, 0, 319, 1301015233.79, 
0, 0, 0, 0, 319, 1301015235.29, 
0, 0, 0, 0, 319, 1301015236.79, 
0, 0, 0, 0, 319, 1301015238.31, 
0, 0, 0, 0, 319, 1301015239.8, 
0, 0, 0, 0, 319, 1301015241.36, 
0, 0, 0, 0, 319, 1301015242.8, 
0, 0, 0, 0, 319, 1301015244.3, 
0, 0, 0, 0, 319, 1301015245.8, 
0, 0, 0, 0, 319, 1301015247.3, 
0, 0, 0, 0, 319, 1301015248.82, 
0, 0, 0, 0, 319, 1301015250.31, 
0, 0, 0, 0, 319, 1301015251.86, 
0, 0, 0, 0, 319, 1301015253.31, 
0, 0, 0, 0, 319, 1301015254.81, 
0, 0, 0, 0, 319, 1301015256.32, 
0, 0, 0, 0, 319, 1301015257.82, 
0, 0, 0, 0, 319, 1301015259.34, 
0, 0, 0, 0, 319, 1301015260.82, 
0, 0, 0, 0, 319, 1301015262.36, 
0, 0, 0, 0, 319, 1301015263.83, 
0, 0, 0, 0, 319, 1301015265.33, 
0, 0, 0, 0, 319, 1301015266.84, 
0, 0, 0, 0, 319, 1301015268.33, 
0, 0, 0, 0, 319, 1301015269.85, 
0, 0, 0, 0, 319, 1301015271.33, 
0, 0, 0, 0, 319, 1301015272.88, 
0, 0, 0, 0, 319, 1301015274.34, 
0, 0, 0, 0, 319, 1301015275.84, 
0, 0, 0, 0, 319, 1301015277.38, 
0, 0, 0, 0, 319, 1301015278.84, 
0, 0, 0, 0, 319, 1301015280.4, 
0, 0, 0, 0, 319, 1301015281.85, 
0, 0, 0, 0, 319, 1301015283.36, 
0, 0, 0, 0, 319, 1301015284.87, 
0, 0, 0, 0, 319, 1301015286.37, 
0, 0, 0, 0, 319, 1301015287.89, 
0, 0, 0, 0, 319, 1301015289.39, 
0, 0, 0, 0, 319, 1301015290.86, 
0, 0, 0, 0, 319, 1301015292.4, 
0, 0, 0, 0, 319, 1301015293.9, 
0, 0, 0, 0, 319, 1301015295.36, 
0, 0, 0, 0, 319, 1301015296.87, 
0, 0, 0, 0, 319, 1301015298.37, 
0, 0, 0, 0, 319, 1301015299.87, 
0, 0, 0, 0, 319, 1301015301.38, 
0, 0, 0, 0, 319, 1301015302.87, 
0, 0, 0, 0, 319, 1301015304.4, 
0, 0, 0, 0, 319, 1301015305.88, 
0, 0, 0, 0, 319, 1301015307.44, 
0, 0, 0, 0, 319, 1301015308.88, 
0, 0, 0, 0, 319, 1301015310.38, 
0, 0, 0, 0, 319, 1301015311.88, 
