356, 688, -1, 
381, 713, -1, 
348, 680, -1, 
328, 660, -1, 
344, 676, -1, 
344, 676, -1, 
356, 688, -1, 
379, 711, -1, 
356, 688, -1, 
377, 709, -1, 
344, 676, -1, 
335, 667, -1, 
359, 691, -1, 
369, 701, -1, 
236, 568, -1, 
320, 652, -1, 
408, 740, -1, 
432, 764, -1, 
431, 763, -1, 
369, 701, -1, 
327, 659, -1, 
332, 664, -1, 
358, 690, -1, 
361, 693, -1, 
415, 747, -1, 
348, 680, -1, 
390, 722, -1, 
380, 712, -1, 
297, 629, -1, 
331, 663, -1, 
520, 852, -1, 
444, 776, -1, 
441, 773, -1, 
377, 709, -1, 
334, 666, -1, 
389, 721, -1, 
354, 686, -1, 
373, 705, -1, 
381, 713, -1, 
404, 736, -1, 
291, 623, -1, 
231, 563, -1, 
339, 671, -1, 
411, 743, -1, 
393, 725, -1, 
357, 689, -1, 
364, 696, -1, 
377, 709, -1, 
332, 664, -1, 
366, 698, -1, 
358, 690, -1, 
339, 671, -1, 
417, 749, -1, 
381, 713, -1, 
388, 720, -1, 
454, 786, -1, 
444, 776, -1, 
407, 739, -1, 
372, 704, -1, 
386, 718, -1, 
