339, 348, 356, 360, 1722, -1, 
360, 355, 349, 321, 1704, -1, 
354, 359, 353, 376, 1761, -1, 
329, 337, 337, 328, 1650, -1, 
330, 331, 333, 322, 1635, -1, 
397, 395, 393, 377, 1881, -1, 
379, 380, 384, 399, 1861, -1, 
327, 325, 322, 300, 1593, -1, 
354, 354, 351, 326, 1704, -1, 
365, 372, 374, 390, 1820, -1, 
330, 339, 340, 342, 1670, -1, 
378, 376, 372, 356, 1801, -1, 
392, 386, 386, 388, 1871, -1, 
348, 344, 342, 320, 1673, -1, 
228, 170, 119, 125, 961, -1, 
349, 368, 374, 377, 1787, -1, 
357, 379, 398, 405, 1858, -1, 
391, 402, 415, 399, 1926, -1, 
453, 476, 499, 512, 2259, -1, 
342, 316, 295, 277, 1549, -1, 
275, 266, 254, 232, 1346, -1, 
320, 325, 326, 344, 1634, -1, 
353, 359, 361, 371, 1763, -1, 
361, 361, 362, 324, 1727, -1, 
419, 416, 420, 401, 1975, -1, 
393, 393, 394, 407, 1906, -1, 
322, 316, 308, 307, 1572, -1, 
377, 375, 369, 361, 1801, -1, 
362, 371, 372, 381, 1805, -1, 
329, 348, 364, 342, 1702, -1, 
465, 515, 573, 529, 2401, -1, 
535, 540, 559, 553, 2506, -1, 
445, 427, 418, 402, 2011, -1, 
362, 354, 339, 328, 1702, -1, 
381, 397, 401, 409, 1907, -1, 
350, 348, 346, 355, 1718, -1, 
323, 304, 294, 284, 1524, -1, 
356, 376, 382, 387, 1820, -1, 
345, 344, 340, 351, 1699, -1, 
341, 359, 373, 349, 1741, -1, 
331, 319, 300, 324, 1593, -1, 
278, 263, 237, 265, 1362, -1, 
314, 327, 337, 298, 1595, -1, 
366, 375, 386, 378, 1824, -1, 
385, 394, 400, 406, 1904, -1, 
339, 344, 349, 346, 1697, -1, 
380, 380, 382, 357, 1818, -1, 
390, 390, 390, 399, 1888, -1, 
350, 345, 345, 319, 1678, -1, 
355, 355, 354, 331, 1714, -1, 
407, 411, 412, 413, 1962, -1, 
366, 372, 378, 389, 1824, -1, 
370, 372, 373, 349, 1783, -1, 
408, 408, 405, 401, 1941, -1, 
371, 361, 360, 349, 1760, -1, 
382, 378, 387, 356, 1822, -1, 
468, 481, 498, 522, 2288, -1, 
412, 396, 389, 396, 1912, -1, 
343, 347, 350, 339, 1698, -1, 
415, 415, 415, 401, 1965, -1, 
