-133.93, -14.51, -30.70, -0.40, -0.29, -0.34, -15.87, -5.31, 49.68, -0.45, -0.05, -0.49, -162.67, 316.70, -534.59, 0.00, 65347, -1, 
-133.92, -14.51, -30.68, -0.32, -0.43, -1.02, -16.30, -4.88, 49.93, -1.11, -0.22, -0.49, -158.08, 318.73, -535.98, 0.00, 65350, -1, 
-133.86, -14.51, -30.67, -0.45, -0.15, -0.21, -15.69, -5.43, 49.80, -0.33, 0.09, -0.47, -159.58, 317.45, -539.72, 0.00, 65347, -1, 
-133.87, -14.50, -30.66, -0.70, 0.01, -0.41, -15.62, -5.80, 49.50, -0.60, 0.36, -0.58, -160.22, 317.66, -539.72, 0.00, 65347, -1, 
-133.81, -14.49, -30.66, -0.47, 0.01, 1.03, -16.11, -5.37, 49.56, 0.92, 0.25, -0.38, -160.00, 318.73, -536.20, 0.00, 65353, -1, 
-133.87, -14.49, -30.63, -0.43, -0.29, -0.23, -16.78, -5.07, 49.50, -0.34, -0.04, -0.51, -159.36, 316.80, -537.69, 0.00, 65346, -1, 
-133.85, -14.48, -30.64, -0.43, -0.30, -0.70, -16.11, -4.70, 49.26, -0.82, -0.05, -0.53, -160.86, 316.48, -537.91, 0.00, 65346, -1, 
-133.85, -14.48, -30.64, -0.81, -0.43, 0.00, -15.87, -5.13, 49.74, -0.20, 0.04, -0.91, -161.50, 316.38, -540.58, 0.00, 65344, -1, 
-133.85, -14.48, -30.63, -0.03, -0.08, -0.44, -16.36, -5.43, 49.74, -0.45, -0.05, -0.07, -162.46, 319.58, -535.34, 0.00, 65348, -1, 
-133.86, -14.46, -30.60, -0.89, 0.67, -0.38, -16.11, -5.43, 49.26, -0.62, 1.03, -0.40, -160.32, 318.62, -540.68, 0.00, 65347, -1, 
-133.82, -14.47, -30.59, 0.27, -0.44, -0.49, -16.11, -5.31, 49.26, -0.43, -0.53, 0.00, -159.04, 316.38, -541.22, 0.00, 65344, -1, 
-133.85, -14.48, -30.59, -0.65, -0.67, -0.19, -15.87, -5.80, 49.38, -0.36, -0.27, -0.89, -160.32, 314.88, -538.12, 0.00, 65343, -1, 
-133.84, -14.48, -30.56, -0.15, 0.14, -0.54, -16.11, -5.43, 49.38, -0.58, 0.20, -0.05, -161.71, 317.12, -536.30, 0.00, 65348, -1, 
-133.89, -14.48, -30.57, -0.52, -0.59, -0.54, -16.54, -4.76, 49.56, -0.67, -0.25, -0.74, -161.07, 316.80, -537.05, 0.00, 65345, -1, 
-133.88, -14.51, -30.43, -0.16, 0.12, 0.58, -16.42, -5.37, 49.26, 0.54, 0.20, -0.07, -160.43, 314.45, -539.72, 0.00, 65345, -1, 
-133.93, -14.51, -30.40, -1.04, 0.33, -0.23, -16.36, -5.37, 49.80, -0.51, 0.80, -0.71, -160.97, 315.31, -542.28, 0.00, 65340, -1, 
-133.92, -14.50, -30.39, -1.08, 0.15, -0.18, -16.17, -5.19, 49.62, -0.45, 0.67, -0.83, -161.07, 316.27, -538.55, 0.00, 65344, -1, 
-133.96, -14.49, -30.40, -0.14, -0.05, -0.12, -16.05, -5.25, 49.19, -0.16, 0.02, -0.14, -160.00, 314.67, -538.97, 0.00, 65343, -1, 
-133.89, -14.50, -30.39, -0.03, -0.14, 0.10, -15.87, -5.13, 49.38, 0.09, -0.11, -0.11, -162.14, 315.52, -537.80, 0.00, 65345, -1, 
-133.87, -14.49, -30.39, -0.37, -0.67, -0.36, -15.93, -4.46, 49.44, -0.74, -0.33, -0.72, -160.22, 316.48, -539.72, 0.00, 65345, -1, 
-133.80, -14.49, -30.38, -0.36, -0.25, 0.03, -15.81, -5.31, 49.32, -0.05, -0.04, -0.43, -160.97, 314.67, -541.43, 0.00, 65341, -1, 
-133.90, -14.49, -30.37, 0.15, -0.30, -0.51, -16.11, -5.62, 49.26, -0.47, -0.34, -0.02, -161.61, 315.42, -541.54, 0.00, 65340, -1, 
-133.88, -14.49, -30.39, -0.04, -0.10, 0.38, -15.81, -5.49, 48.89, 0.38, -0.07, -0.09, -162.25, 315.74, -538.44, 0.00, 65343, -1, 
-132.95, -18.56, -29.86, -108.98, 27.89, -10.40, -11.66, -4.03, 50.72, -45.19, 75.85, -75.65, -279.63, 201.13, -600.60, 0.00, 64919, -1, 
-122.24, -15.89, -22.57, -29.17, -19.50, -27.22, -8.42, 7.20, 52.61, -35.23, -7.30, -33.43, -309.22, 327.17, -518.36, 0.00, 65119, -1, 
-125.19, 2.14, -12.23, 20.49, 4.96, 18.57, -26.86, 19.35, 48.46, 17.76, 0.54, 21.09, -184.36, 230.82, -467.09, 0.00, 65448, -1, 
-121.86, 6.02, -8.60, 1.33, -13.61, -3.28, -26.49, 23.80, 46.81, -3.44, -13.68, -0.71, -58.75, 96.77, -436.11, 0.00, 65369, -1, 
-126.25, 3.12, -7.00, -116.91, 39.89, -21.00, -25.09, 23.07, 48.46, -14.66, 53.89, -111.13, -52.02, 214.69, -518.15, 0.00, 65271, -1, 
-129.81, 3.20, -12.02, -17.21, 57.86, -0.51, -26.86, 16.30, 50.54, 0.38, 60.23, -4.96, 97.41, 328.45, -603.06, 0.00, 164, -1, 
-124.13, 11.82, -13.54, 21.64, 68.03, 5.77, -32.29, 18.43, 48.46, 1.40, 61.26, 36.57, 53.94, 169.72, -587.89, 0.00, 82, -1, 
-119.93, 11.09, -11.85, -11.38, -2.50, -2.09, -30.27, 20.20, 48.03, 0.09, -0.14, -11.47, 167.48, 104.36, -666.93, 0.00, 65377, -1, 
-128.00, 14.06, -19.51, -70.35, -8.86, -35.71, -36.80, 11.35, 45.90, -18.59, 14.31, -67.39, 177.84, 282.20, -579.24, 0.00, 65462, -1, 
-138.43, 13.36, -26.94, -34.28, -13.66, -15.97, -40.71, 2.14, 43.95, -8.01, 2.86, -35.97, 109.27, 315.84, -534.91, 0.00, 65520, -1, 
-142.96, 11.18, -30.77, -6.07, -8.87, 3.72, -40.28, -3.05, 43.88, 4.91, -4.58, -9.68, 144.52, 339.23, -547.52, 0.00, 97, -1, 
-146.77, 10.05, -30.10, -33.87, -28.84, 2.32, -42.24, -4.09, 43.21, 8.28, -8.19, -43.38, 160.22, 276.96, -584.48, 0.00, 65460, -1, 
-150.47, 10.31, -32.04, -1.90, -12.06, -18.25, -44.01, -5.86, 40.83, -17.94, -9.24, -7.99, 109.91, 317.77, -538.97, 0.00, 65520, -1, 
-151.27, 10.96, -31.84, -12.03, -6.14, 14.52, -45.59, -6.41, 39.55, 16.85, 1.01, -13.30, 69.00, 352.91, -504.15, 0.00, 76, -1, 
-149.17, 6.81, -26.41, 18.58, -20.28, -15.46, -42.85, -2.32, 44.01, -17.72, -26.40, 7.54, 55.76, 282.20, -535.13, 0.00, 65459, -1, 
-144.95, 8.53, -25.73, 11.93, 12.40, -7.25, -42.66, -0.79, 44.49, -9.04, 6.05, 16.04, 90.90, 232.96, -586.93, 0.00, 65487, -1, 
-139.32, 9.70, -23.16, 50.88, -7.37, 12.80, -41.81, 4.33, 45.23, 4.24, -26.60, 43.23, 146.12, 228.68, -593.77, 0.00, 57, -1, 
-132.20, 10.36, -19.18, 50.65, -31.59, -12.94, -40.59, 10.80, 45.72, -22.16, -46.24, 36.73, 131.59, 207.11, -600.60, 0.00, 65467, -1, 
-128.50, 9.68, -17.17, 25.89, -11.51, 1.92, -37.11, 12.63, 47.91, -2.43, -18.57, 21.00, 140.24, 162.57, -624.53, 0.00, 65461, -1, 
-122.55, 7.66, -14.13, 39.14, -22.44, 7.62, -32.90, 16.36, 49.13, 2.36, -31.29, 32.14, 21.47, 89.08, -620.58, 0.00, 65303, -1, 
-118.23, 4.74, -11.23, 13.83, 4.82, 13.82, -27.22, 19.16, 50.78, 12.70, 2.03, 14.48, 86.09, 107.88, -660.42, 0.00, 65392, -1, 
-116.92, 4.97, -10.21, 21.57, -4.70, 0.96, -26.43, 21.00, 49.44, -0.91, -8.46, 20.35, 72.95, 71.99, -655.72, 0.00, 65319, -1, 
-114.30, 5.71, -8.02, -0.30, 12.14, -4.72, -25.45, 23.80, 48.71, -4.71, 12.09, 1.40, 65.48, 71.99, -622.71, 0.00, 65341, -1, 
-112.60, 5.10, -7.40, 29.18, -29.15, -9.79, -23.80, 25.45, 49.26, -12.47, -32.69, 25.11, 92.18, 50.74, -667.68, 0.00, 65264, -1, 
-110.21, 5.78, -5.31, 2.55, 5.01, 8.24, -22.34, 26.37, 49.01, 7.99, 4.77, 3.01, 47.21, 31.19, -650.16, 0.00, 65284, -1, 
-108.23, 6.78, -5.38, 5.69, -0.15, -6.00, -21.73, 26.12, 48.16, -6.69, -0.69, 5.62, 60.14, 47.64, -640.77, 0.00, 65291, -1, 
-108.03, 6.57, -4.86, -3.93, 0.47, -6.54, -21.48, 26.98, 48.64, -6.11, 0.80, -3.86, 65.48, 74.02, -632.43, 0.00, 65316, -1, 
-113.70, 7.38, -7.03, -29.21, 1.15, -2.72, -24.60, 24.41, 48.34, 1.03, 4.67, -28.65, 75.52, 129.46, -615.13, 0.00, 65352, -1, 
-121.30, 6.55, -10.63, -26.33, -10.05, -10.78, -27.65, 19.90, 49.32, -7.81, -5.07, -27.60, 154.13, 114.29, -670.99, 0.00, 65307, -1, 
-128.75, 8.71, -12.06, -74.75, 24.27, -7.26, -32.90, 16.30, 48.03, 3.93, 39.10, -67.35, 120.16, 216.94, -641.09, 0.00, 65394, -1, 
-136.21, 8.98, -14.28, -15.96, -2.10, -1.35, -37.29, 13.06, 46.45, 1.14, 1.85, -15.82, 125.61, 183.72, -621.65, 0.00, 65416, -1, 
-137.88, 9.54, -12.78, 9.52, 25.21, 9.98, -38.21, 14.59, 45.65, 8.44, 22.54, 14.75, 160.22, 188.52, -654.33, 0.00, 9, -1, 
-131.47, 11.49, -5.16, -17.73, 39.72, 67.36, -38.21, 22.34, 43.64, 70.96, 41.22, -13.61, 67.61, 67.18, -545.17, 0.00, 23, -1, 
-128.47, 13.17, -0.05, 21.49, 44.29, 25.65, -38.02, 28.69, 41.50, 20.84, 44.32, 21.00, 132.66, 99.66, -590.78, 0.00, 79, -1, 
-126.62, 16.03, 3.78, 6.32, -10.59, 0.77, -39.61, 32.47, 36.50, -0.98, -10.18, 6.78, 113.22, -27.24, -567.49, 0.00, 65314, -1, 
-119.68, 21.47, 10.23, 23.09, 78.03, 45.47, -38.33, 37.35, 31.68, 37.16, 80.69, 7.59, 248.44, -150.60, -612.35, 0.00, 45, -1, 
