d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
d, 7, 1200, 1200, 1200, 1200, 1200, 1200, 0, 7529, -1, 
