1500, 1500, 900, 1499, 1500, 1500, 0, 16502, 1301025516.84, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025517.14, 
1500, 1500, 900, 1499, 1500, 1500, 0, 16502, 1301025517.44, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025517.75, 
1500, 1499, 900, 1500, 1500, 1500, 0, 16502, 1301025518.05, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025518.35, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025518.65, 
1500, 1500, 900, 1500, 1499, 1499, 0, 16499, 1301025518.95, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025519.25, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025519.55, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025519.85, 
1500, 1499, 900, 1500, 1500, 1500, 0, 16502, 1301025520.17, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025520.47, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025520.77, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025521.06, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025521.36, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025521.66, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025521.97, 
1500, 1500, 900, 1500, 1500, 1499, 0, 16501, 1301025522.27, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025522.57, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025522.87, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025523.18, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025523.47, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025523.77, 
1500, 1499, 900, 1500, 1500, 1500, 0, 16502, 1301025524.08, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025524.39, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025524.7, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025524.99, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025525.3, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025525.59, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025525.9, 
1499, 1500, 900, 1500, 1500, 1500, 0, 16502, 1301025526.18, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025526.52, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025526.8, 
1500, 1500, 900, 1500, 1500, 1499, 0, 16501, 1301025527.12, 
1500, 1500, 900, 1500, 1500, 1500, 0, 16503, 1301025527.4, 
1493, 1490, 1490, 1061, 2066, 975, 0, 16719, 1301025527.73, 
1492, 1489, 1492, 1060, 2074, 969, 0, 16722, 1301025528.0, 
1492, 1486, 1492, 1061, 2074, 967, 0, 16716, 1301025528.34, 
1493, 1489, 1492, 1058, 2075, 969, 0, 16722, 1301025528.6, 
1494, 1488, 1491, 1059, 2074, 969, 0, 16721, 1301025528.94, 
1492, 1487, 1493, 1059, 2074, 968, 0, 16718, 1301025529.21, 
1492, 1488, 1493, 1059, 2074, 968, 0, 16719, 1301025529.55, 
1491, 1488, 1495, 1058, 2073, 968, 0, 16716, 1301025529.81, 
1494, 1487, 1490, 1061, 2073, 970, 0, 16721, 1301025530.16, 
1493, 1487, 1493, 1059, 2077, 965, 0, 16719, 1301025530.41, 
1492, 1488, 1493, 1059, 2073, 969, 0, 16719, 1301025530.76, 
1493, 1487, 1491, 1059, 2074, 969, 0, 16719, 1301025531.02, 
1493, 1488, 1495, 1055, 2071, 968, 0, 16712, 1301025531.37, 
1491, 1488, 1487, 1055, 2078, 969, 0, 16717, 1301025531.62, 
1493, 1488, 1492, 1053, 2074, 968, 0, 16713, 1301025531.97, 
1492, 1486, 1492, 1055, 2074, 967, 0, 16709, 1301025532.22, 
1491, 1486, 1492, 1054, 2074, 968, 0, 16710, 1301025532.53, 
1493, 1487, 1492, 1053, 2074, 969, 0, 16714, 1301025532.83, 
1492, 1487, 1491, 1055, 2075, 966, 0, 16709, 1301025533.13, 
1492, 1488, 1492, 1053, 2074, 967, 0, 16710, 1301025533.43, 
1492, 1488, 1493, 1053, 2074, 2073, 1, 18925, 1301025533.74, 
1493, 1488, 1492, 1054, 2073, 2073, 1, 18924, 1301025534.03, 
1492, 1489, 1491, 1054, 2073, 2073, 1, 18923, 1301025534.33, 
1491, 1488, 1492, 1053, 2073, 2073, 1, 18921, 1301025534.64, 
1493, 1488, 1492, 1055, 2074, 968, 0, 16715, 1301025534.94, 
1494, 1486, 1492, 1054, 2074, 967, 0, 16710, 1301025535.24, 
1492, 1487, 1490, 1056, 2074, 967, 0, 16709, 1301025535.54, 
1493, 1488, 1493, 1067, 2073, 965, 0, 16719, 1301025535.84, 
1493, 1487, 1492, 1053, 2074, 968, 0, 16712, 1301025536.15, 
1493, 1488, 1492, 1055, 2074, 968, 0, 16714, 1301025536.45, 
1496, 1485, 1492, 1056, 2074, 969, 0, 16718, 1301025536.75, 
1494, 1488, 1491, 1056, 2075, 970, 0, 16721, 1301025537.05, 
1493, 1488, 1488, 1055, 2073, 960, 0, 16692, 1301025537.35, 
1492, 1488, 1489, 1056, 2073, 966, 0, 16706, 1301025537.65, 
1496, 1492, 1492, 1051, 2074, 966, 0, 16713, 1301025537.96, 
1495, 1486, 1490, 1055, 2072, 970, 0, 16712, 1301025538.26, 
1490, 1486, 1498, 1057, 2061, 980, 0, 16716, 1301025538.56, 
1492, 1491, 1490, 1053, 2074, 969, 0, 16715, 1301025538.86, 
1493, 1489, 1491, 1053, 2072, 969, 0, 16710, 1301025539.16, 
1492, 1488, 1492, 1054, 2074, 967, 0, 16710, 1301025539.47, 
1492, 1490, 1493, 1052, 2073, 969, 0, 16714, 1301025539.77, 
1491, 1488, 1492, 1054, 2071, 970, 0, 16709, 1301025540.07, 
1492, 1488, 1494, 1053, 2073, 967, 0, 16726, 1301025540.37, 
1493, 1488, 1491, 1054, 2075, 967, 0, 16751, 1301025540.68, 
1493, 1488, 1492, 1052, 2074, 969, 0, 16770, 1301025540.97, 
1492, 1488, 1493, 1053, 2075, 967, 0, 16777, 1301025541.28, 
1493, 1488, 1493, 1052, 2073, 968, 0, 16785, 1301025541.57, 
